pathway	pval	padj	ES	NES	nMoreExtreme	size
GO:0006680	0.127139166935744	0.564674085452865	0.812720707060631	1.33022534941564	6299	3
GO:0050428	0.127209527383327	0.564674085452865	-0.760960893303408	-1.34274829028997	6440	4
GO:0090073	0.127170027452452	0.564674085452865	-0.761005536435732	-1.34282706502088	6438	4
GO:0051023	0.127170027452452	0.564674085452865	-0.761005536435732	-1.34282706502088	6438	4
GO:0033762	0.126412666996536	0.564674085452865	-0.661006355169743	-1.36276389520538	6386	7
GO:0010592	0.126722642149139	0.564674085452865	-0.529626286084333	-1.33934047122043	6353	15
GO:0038028	0.126505308192046	0.564674085452865	-0.636841060177417	-1.36253728047416	6386	8
GO:2000049	0.127262556439046	0.564674085452865	-0.937275556619583	-1.24912771309549	6369	1
GO:0042310	0.127914278190767	0.566146580874255	0.765452609761079	1.34814506231846	6314	4
GO:0045069	0.127847549621647	0.566146580874255	-0.688819863908492	-1.36127756472947	6453	6
GO:0009187	0.12778199544492	0.566146580874255	-0.936966323517676	-1.24871559135106	6395	1
GO:0006941	0.128652728446884	0.568966944610492	0.811862817469026	1.32882119363145	6374	3
GO:0006501	0.129534192269574	0.569174493219435	-0.808697845339772	-1.32198935504043	6534	3
GO:0003323	0.129453776483262	0.569174493219435	0.487654452607998	1.3396106124703	6488	24
GO:0007406	0.128972110921569	0.569174493219435	-0.578831965448399	-1.3506478719404	6501	11
GO:0034612	0.129505405460849	0.569174493219435	-0.404363686115686	-1.27324052437722	6312	38
GO:0051642	0.129325002965716	0.569174493219435	-0.614305344761293	-1.35706467528729	6540	9
GO:0048477	0.128937046868191	0.569174493219435	-0.688067994772702	-1.35979168628752	6508	6
GO:0060349	0.129392654807654	0.569174493219435	-0.687705424719194	-1.35907515863589	6531	6
GO:0060537	0.129610985824742	0.569174493219435	0.868395064191447	1.29338994823016	6436	2
GO:0060314	0.129610985824742	0.569174493219435	0.868395064191447	1.29338994823016	6436	2
GO:0008361	0.130248311521735	0.570684050936602	-0.484760552411044	-1.3193683608117	6498	20
GO:0042113	0.130089197224975	0.570684050936602	-0.808331504498933	-1.32139049269067	6562	3
GO:0033133	0.130259319934471	0.570684050936602	-0.935659564280584	-1.24697404462463	6519	1
GO:0097061	0.13058677147315	0.571228204241693	-0.758909752662724	-1.33912896423437	6611	4
GO:2000601	0.130513123385854	0.571228204241693	0.934821642327029	1.24611160749608	6518	1
GO:0045905	0.131292489478796	0.573422753193715	0.627779238660765	1.36952317092292	6488	9
GO:0006452	0.131292489478796	0.573422753193715	0.627779238660765	1.36952317092292	6488	9
GO:0010243	0.131400296882731	0.573448034765398	-0.657326101532695	-1.355176499498	6638	7
GO:0072583	0.132137228755001	0.574434155322396	-0.43900881260666	-1.29321297099857	6539	28
GO:0031670	0.132046097856854	0.574434155322396	0.726726452524538	1.36006534461963	6530	5
GO:0010565	0.132046097856854	0.574434155322396	0.726726452524538	1.36006534461963	6530	5
GO:0010941	0.131855517070757	0.574434155322396	-0.65702496576436	-1.35455566287603	6661	7
GO:0000038	0.131987577639752	0.574434155322396	0.596785640212684	1.36901138591608	6544	11
GO:0042391	0.132724902216428	0.575579432982838	0.53112826129301	1.35216206187865	6616	17
GO:0010586	0.132686788718456	0.575579432982838	-0.656337942453633	-1.35313926111877	6703	7
GO:0008295	0.132507433102081	0.575579432982838	-0.806695528998663	-1.31871614131342	6684	3
GO:1900235	0.133117463596814	0.575579432982838	-0.866164861106108	-1.28809986442591	6700	2
GO:0002686	0.133117463596814	0.575579432982838	-0.866164861106108	-1.28809986442591	6700	2
GO:0033004	0.133117463596814	0.575579432982838	-0.866164861106108	-1.28809986442591	6700	2
GO:0043305	0.133117463596814	0.575579432982838	-0.866164861106108	-1.28809986442591	6700	2
GO:0030071	0.133455949228935	0.575714421040554	0.667848868463707	1.36506282838222	6602	7
GO:0050832	0.133435582822086	0.575714421040554	0.808070147733481	1.32261351935866	6611	3
GO:0042773	0.133340064620355	0.575714421040554	0.694592141097134	1.36427486414837	6602	6
GO:0060644	0.133780344952943	0.576229363203441	0.64588319952671	1.36615272617821	6623	8
GO:2000535	0.133704003234937	0.576229363203441	0.725629464107578	1.35801233564469	6612	5
GO:0001502	0.134284617094812	0.577074795634508	0.667271490304227	1.36388268493863	6643	7
GO:0032007	0.134116117498883	0.577074795634508	-0.418628105838199	-1.27929141126496	6601	33
GO:0072104	0.134195069325129	0.577074795634508	-0.93369443779427	-1.24435507741007	6716	1
GO:0071108	0.135299794908915	0.578731692229085	-0.451570638871862	-1.29644037518871	6728	25
GO:0021510	0.135493845752264	0.578731692229085	-0.462670091976734	-1.30256056751839	6747	23
GO:0034614	0.135177705977383	0.578731692229085	0.692987621741794	1.36112336660613	6693	6
GO:0031032	0.13490312000162	0.578731692229085	-0.425675729304439	-1.28384657082522	6662	31
GO:0010828	0.135434378583574	0.578731692229085	-0.610020266203807	-1.34759848914585	6849	9
GO:0006297	0.135256130898142	0.578731692229085	-0.683314791120956	-1.35039818614222	6827	6
GO:0006544	0.135399838449111	0.578731692229085	0.69286590039998	1.36088428908532	6704	6
GO:0048769	0.135077779334922	0.578731692229085	0.932587183784215	1.24313308774365	6746	1
GO:0060271	0.136375745404619	0.579662517680649	-0.404539378740569	-1.26670568617901	6654	37
GO:0030900	0.136239395841348	0.579662517680649	-0.425035837171282	-1.281916643267	6728	31
GO:0045861	0.136502036458539	0.579662517680649	-0.609296721119114	-1.34600010247416	6903	9
GO:0014067	0.13610662358643	0.579662517680649	0.692372763460697	1.35991570005149	6739	6
GO:0032515	0.135928022644561	0.579662517680649	0.723750076120124	1.35449506933087	6722	5
GO:0017156	0.135985460420032	0.579662517680649	0.692444150210315	1.36005591348377	6733	6
GO:0021953	0.136799535526237	0.579662517680649	0.931759237092012	1.24202943979967	6832	1
GO:0021914	0.136799535526237	0.579662517680649	0.931759237092012	1.24202943979967	6832	1
GO:0060831	0.136799535526237	0.579662517680649	0.931759237092012	1.24202943979967	6832	1
GO:0051791	0.136376449742268	0.579662517680649	0.864384969126258	1.2874173018361	6772	2
